ITEM번호	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	상점 판매가	상점에서 살 때	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	
14524	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	32000	32000	14525	320	10	LEVEL	90	LIMIT_NONE	0	APPLY_ATT_SPEED	5	APPLY_KILL_HP_RECOVER	3	APPLY_RESIST_ASSASSIN	2	0	0	0	0	0	0	0	0	0	
14525	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	64000	64000	14526	321	10	LEVEL	90	LIMIT_NONE	0	APPLY_ATT_SPEED	6	APPLY_KILL_HP_RECOVER	3	APPLY_RESIST_ASSASSIN	3	0	0	0	0	0	0	0	0	0	
14526	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	120000	120000	14527	322	10	LEVEL	90	LIMIT_NONE	0	APPLY_ATT_SPEED	8	APPLY_KILL_HP_RECOVER	4	APPLY_RESIST_ASSASSIN	4	0	0	0	0	0	0	0	0	0	
14527	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	250000	250000	14528	323	10	LEVEL	90	LIMIT_NONE	0	APPLY_ATT_SPEED	10	APPLY_KILL_HP_RECOVER	4	APPLY_RESIST_ASSASSIN	5	0	0	0	0	0	0	0	0	0	
14528	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	500000	500000	14529	324	10	LEVEL	90	LIMIT_NONE	0	APPLY_ATT_SPEED	12	APPLY_KILL_HP_RECOVER	5	APPLY_RESIST_ASSASSIN	7	0	0	0	0	0	0	0	0	0	
14529	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	800000	800000	0	0	10	LEVEL	90	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_KILL_HP_RECOVER	5	APPLY_RESIST_ASSASSIN	10	0	0	0	0	0	0	0	0	0	
14540	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	3000	3000	14541	316	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	1	APPLY_MAX_SP	15	APPLY_RESIST_SURA	1	0	0	0	0	0	0	0	0	0	
14541	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	4800	4800	14542	317	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	2	APPLY_MAX_SP	20	APPLY_RESIST_SURA	1	0	0	0	0	0	0	0	0	0	
14542	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	8000	8000	14543	318	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	3	APPLY_MAX_SP	30	APPLY_RESIST_SURA	1	0	0	0	0	0	0	0	0	0	
14543	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	16000	16000	14544	319	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	4	APPLY_MAX_SP	50	APPLY_RESIST_SURA	2	0	0	0	0	0	0	0	0	0	
14544	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	32000	32000	14545	320	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	5	APPLY_MAX_SP	75	APPLY_RESIST_SURA	2	0	0	0	0	0	0	0	0	0	
14545	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	64000	64000	14546	321	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	6	APPLY_MAX_SP	105	APPLY_RESIST_SURA	3	0	0	0	0	0	0	0	0	0	
14546	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	120000	120000	14547	322	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	8	APPLY_MAX_SP	165	APPLY_RESIST_SURA	4	0	0	0	0	0	0	0	0	0	
14547	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	250000	250000	14548	323	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	10	APPLY_MAX_SP	240	APPLY_RESIST_SURA	5	0	0	0	0	0	0	0	0	0	
14548	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	500000	500000	14549	324	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	12	APPLY_MAX_SP	350	APPLY_RESIST_SURA	7	0	0	0	0	0	0	0	0	0	
14549	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	800000	800000	0	0	10	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_MAX_SP	500	APPLY_RESIST_SURA	10	0	0	0	0	0	0	0	0	0	
14560	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	3000	3000	14561	316	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	1	APPLY_MAX_HP	25	APPLY_RESIST_SHAMAN	1	0	0	0	0	0	0	0	0	0	
14561	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	4800	4800	14562	317	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	2	APPLY_MAX_HP	40	APPLY_RESIST_SHAMAN	1	0	0	0	0	0	0	0	0	0	
14562	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	8000	8000	14563	318	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	3	APPLY_MAX_HP	65	APPLY_RESIST_SHAMAN	1	0	0	0	0	0	0	0	0	0	
14563	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	16000	16000	14564	319	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	4	APPLY_MAX_HP	110	APPLY_RESIST_SHAMAN	2	0	0	0	0	0	0	0	0	0	
14564	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	NONE	NONE	WEAR_WRIST	NONE	32000	32000	14565	320	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	5	APPLY_MAX_HP	180	APPLY_RESIST_SHAMAN	2	0	0	0	0	0	0	0	0	0	
14565	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	64000	64000	14566	321	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	6	APPLY_MAX_HP	300	APPLY_RESIST_SHAMAN	3	0	0	0	0	0	0	0	0	0	
14566	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	120000	120000	14567	322	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	8	APPLY_MAX_HP	500	APPLY_RESIST_SHAMAN	4	0	0	0	0	0	0	0	0	0	
14567	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	250000	250000	14568	323	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	10	APPLY_MAX_HP	800	APPLY_RESIST_SHAMAN	5	0	0	0	0	0	0	0	0	0	
14568	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	500000	500000	14569	324	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	12	APPLY_MAX_HP	1200	APPLY_RESIST_SHAMAN	7	0	0	0	0	0	0	0	0	0	
14569	METGUIDE	ITEM_ARMOR	ARMOR_WRIST	1	ANTI_SELL	NONE	WEAR_WRIST	NONE	800000	800000	0	0	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_MAX_HP	1800	APPLY_RESIST_SHAMAN	10	0	0	0	0	0	0	0	0	0	
15000	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500	500	15001	190	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	2	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15001	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	800	800	15002	191	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15002	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1100	1100	15003	192	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15003	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1700	1700	15004	193	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15004	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15005	194	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15005	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15006	195	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15006	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	6000	6000	15007	196	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15007	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	9000	9000	15008	197	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	11	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15008	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	13000	13000	15009	198	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	13	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15009	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	0	0	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
15020	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500	500	15021	190	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	2	APPLY_RESIST_FIRE	1	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15021	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	800	800	15022	191	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_RESIST_FIRE	2	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15022	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1100	1100	15023	192	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_RESIST_FIRE	3	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15023	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1700	1700	15024	193	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_FIRE	4	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15024	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15025	194	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_FIRE	5	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15025	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15026	195	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_RESIST_FIRE	6	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15026	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	6000	6000	15027	196	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_RESIST_FIRE	7	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15027	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	9000	9000	15028	197	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	11	APPLY_RESIST_FIRE	8	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15028	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	13000	13000	15029	198	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	13	APPLY_RESIST_FIRE	9	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15029	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	0	0	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_RESIST_FIRE	10	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15040	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500	500	15041	190	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	2	APPLY_RESIST_ELEC	1	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15041	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	800	800	15042	191	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_RESIST_ELEC	2	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15042	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1100	1100	15043	192	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_RESIST_ELEC	3	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15043	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1700	1700	15044	193	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_ELEC	4	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15044	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15045	194	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_ELEC	5	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15045	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15046	195	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_RESIST_ELEC	6	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15046	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	6000	6000	15047	196	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_RESIST_ELEC	7	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15047	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	9000	9000	15048	197	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	11	APPLY_RESIST_ELEC	8	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15048	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	13000	13000	15049	198	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	13	APPLY_RESIST_ELEC	9	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15049	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	0	0	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_RESIST_ELEC	10	APPLY_NONE	0	0	2	0	0	0	0	0	0	0	
15060	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500	500	15061	190	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	2	APPLY_RESIST_WIND	1	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15061	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	800	800	15062	191	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_RESIST_WIND	2	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15062	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1100	1100	15063	192	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_RESIST_WIND	3	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15063	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1700	1700	15064	193	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_WIND	4	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15064	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15065	194	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_WIND	5	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15065	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15066	195	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_RESIST_WIND	6	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15066	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	6000	6000	15067	196	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_RESIST_WIND	7	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15067	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	9000	9000	15068	197	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	11	APPLY_RESIST_WIND	8	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15068	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	13000	13000	15069	198	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	13	APPLY_RESIST_WIND	9	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15069	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	0	0	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_RESIST_WIND	10	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15080	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1000	1000	15081	199	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_RESIST_BOW	2	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15081	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1600	1600	15082	200	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_RESIST_BOW	4	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15082	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15083	201	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_BOW	6	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15083	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	5000	5000	15084	202	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_BOW	8	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15084	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	10000	10000	15085	203	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_RESIST_BOW	10	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15085	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	15086	204	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_RESIST_BOW	12	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15086	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	40000	40000	15087	205	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_RESIST_BOW	14	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15087	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	80000	80000	15088	206	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	14	APPLY_RESIST_BOW	16	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15088	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15089	207	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	17	APPLY_RESIST_BOW	18	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15089	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	240000	240000	0	0	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_RESIST_BOW	20	APPLY_NONE	0	0	3	0	0	0	0	0	0	0	
15100	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1000	1000	15101	199	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_MAX_STAMINA	20	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15101	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1600	1600	15102	200	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_MAX_STAMINA	30	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15102	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15103	201	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_MAX_STAMINA	45	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15103	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	5000	5000	15104	202	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_MAX_STAMINA	70	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15104	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	10000	10000	15105	203	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_MAX_STAMINA	100	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15105	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	15106	204	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_MAX_STAMINA	150	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15106	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	40000	40000	15107	205	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_MAX_STAMINA	230	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15107	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	80000	80000	15108	206	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	14	APPLY_MAX_STAMINA	350	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15108	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15109	207	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	17	APPLY_MAX_STAMINA	530	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15109	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	240000	240000	0	0	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_MAX_STAMINA	800	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15120	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1000	1000	15121	199	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_POISON_REDUCE	1	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
15121	METGUIDE	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1600	1600	15122	200	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_POISON_REDUCE	2	APPLY_NONE	0	0	4	0	0	0	0	0	0	0	
